grupo	muestra	v3.1.16.x	v3.1.17.x	v3.1.18.x	v3.1.19.x	v3.1.20.x	programa.x	v3.1.16.y	v3.1.17.y	v3.1.18.y	v3.1.19.y	v3.1.20.y	programa.y
COD_2117_protocol2	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2117_protocol2	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2119	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2119	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 7	None	None	None	None	None	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2120	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2121	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2121	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2121	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2121	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2121	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2121	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2121	muestra 7	NA	NA	NA	NA	NA	NA	None	None	None	None	None	Viralrecon
COD_2121	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2121	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2121	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2122	muestra 1	B.1.1.7	Q.4	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	Q.4	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2122	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2122	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2122	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2122	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2122	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2122	muestra 7	None	None	None	None	None	Laboratorios	None	None	None	None	None	Viralrecon
COD_2122	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2122	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2122	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2123	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2123	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2123	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2123	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2123	muestra 5	P.1	P.1.14	P.1	P.1	P.1	Laboratorios	P.1.14	P.1	P.1	P.1	P.1	Viralrecon
COD_2123	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2123	muestra 7	None	None	None	None	None	Laboratorios	None	None	None	None	None	Viralrecon
COD_2123	muestra 8	AY.44	B.1.617.2	AY.44	AY.44	AY.44	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2123	muestra 9	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2123	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2124	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2124	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2124	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2124	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2124	muestra 5	NA	NA	NA	NA	NA	NA	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2124	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2124	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2124	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2124	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2125	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2125	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2125	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2125	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2125	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2125	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2125	muestra 7	None	None	None	None	None	Laboratorios	None	None	None	None	None	Viralrecon
COD_2125	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2125	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2125	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2126	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2126	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2126	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2126	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2126	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2126	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2126	muestra 7	AY.44	AY.82	AY.122	AY.122	AY.122	Laboratorios	AY.44	AY.122	AY.122	AY.122	AY.122	Viralrecon
COD_2126	muestra 8	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2126	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2126	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2127	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2127	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2129	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2129	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2129	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2129	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2129	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2129	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2129	muestra 7	None	None	None	None	None	Laboratorios	None	None	None	None	None	Viralrecon
COD_2129	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2129	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2129	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2131	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2131	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2131	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2131	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2131	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2131	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2131	muestra 7	None	None	None	None	None	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2131	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2131	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2131	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2132	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2132	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2132	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2132	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2132	muestra 5	P.1	P.1.14	P.1.14	P.1.14	P.1.14	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2132	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	None	None	None	None	None	Viralrecon
COD_2132	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.122.1	AY.122	AY.122	AY.122	Viralrecon
COD_2132	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Viralrecon
COD_2132	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Viralrecon
COD_2132	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2134	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2134	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2134	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2134	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2134	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2134	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2134	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2134	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2134	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2134	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2135	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2135	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2135	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2135	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2135	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2135	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2135	muestra 7	B.1.1.263	None	B.1.1.263	B.1.1.263	B.1.1.263	Laboratorios	None	None	BA.1.1	BA.1.1	None	Viralrecon
COD_2135	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2135	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2135	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2136	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2136	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2137	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1	None	None	None	None	Viralrecon
COD_2137	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2137	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A	A	A	A	A	Viralrecon
COD_2137	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1	None	B.1	B.1	B.1	Viralrecon
COD_2137	muestra 5	P.1	P.1	P.1	P.1	None	Laboratorios	P.1	P.1	P.1	P.1	None	Viralrecon
COD_2137	muestra 6	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.75.1	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Viralrecon
COD_2137	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2137	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2137	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2137	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	None	None	None	None	None	Viralrecon
COD_2139	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2139	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2139	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
COD_2139	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2139	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2139	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2139	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2139	muestra 8	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2139	muestra 9	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	B.1.617.2	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2139	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2140	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 6	AY.61	AY.61	AY.9.2	AY.9.2	AY.9.2	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2140	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2141	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Viralrecon
COD_2141	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Viralrecon
COD_2141	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	A.28	A.28	A.28	A.28	A.28	Viralrecon
